"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA19CA206","ACC","100174",2019-08-27,"Denver","Colorado","United States",NA,"N328FR","FALSE","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","1","0","an encounter with mountain wave turbulence.",NA,"39.86","-104.67","Airbus","A320","AIR","KDEN","Denver international Airport","FALSE","2","SCHD",NA,"121","None","VMC","FRONTIER AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100174","2020-04-28 12:03:00",2019,"Commercial","Other"
"DCA19CA198","ACC","100069",2019-08-08,"Charlottesville","Virginia","United States",NA,"N505JB","FALSE","DirectorBrief","2022-03-01T05:00:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence.",NA,"38.05","-78.47","Airbus","A320","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Jetblue Airways","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100069","2022-02-28 05:00:00",2019,"Commercial","Other"
"CEN19LA266","ACC","100049",2019-08-08,"Lubbock","Texas","United States",NA,"N237QS","FALSE","DirectorBrief","2022-03-23T04:00:00Z","Serious","0","1","2","The unexpected wake turbulence encounter while climbing in smooth air to cruise, resulting in passenger injuries. Contributing to the accident was the passenger seat belt sign was off.",NA,"33.5","-102.01","CANADAIR","CL600 2B16","AIR",NA,NA,"FALSE","2",NA,"BUS","91","None","VMC","NETJETS","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100049","2022-03-08 05:00:00",2019,"Commercial","Other"
"DCA19CA189","ACC","99997",2019-07-22,"San Juan","Puerto Rico","United States",NA,"N663UA","FALSE","DirectorBrief","2022-02-24T05:00:00Z","Serious","0","1","1","An encounter with convective turbulence during cruise flight.",NA,"18.47","-66.1","Boeing","767","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","UNITED AIR LINES INC","Completed","FALSE",NA,NA,2019,"Other","Other"
"DCA19CA153","ACC","99521",2019-05-28,"Fort Lauderdale","Florida","United States",NA,"N507JT","FALSE","DirectorBrief","2022-03-01T05:00:00Z","Serious","0","1","0","A buildup of pressure in the coffee filter package resulting in the release of hot coffee and grounds when the pot locking lever was raised.",NA,"26.09","-80.15","Airbus","A320","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Jetblue Airways Corp","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99521","2022-02-28 05:00:00",2019,"Commercial","Other"
"DCA19CA151","ACC","99486",2019-05-25,"Waycross","Georgia","United States",NA,"N8697C","FALSE","DirectorBrief","2021-01-06T05:00:00Z","Serious","0","1","1","an encounter with convectively induced turbulence while penetrating cumulus clouds during descent.",NA,"30.94","-82.2","BOEING","737-8H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Southwest Airlines Co","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99486","2021-07-13 04:00:00",2019,"Commercial","Other"
"DCA19CA137","ACC","99249",2019-04-12,"Fort Meyers","Florida","United States",NA,"N31412","FALSE","DirectorBrief","2022-02-24T05:00:00Z","Serious","0","1","0","missing attach screws on the aft galley oven, which allowed it to become dislodged landing, injuring a flight attendant.",NA,"26.53","-81.76","Boeing","737","AIR","RSW","Southwest Florida Intl","FALSE","2","SCHD",NA,"121","None","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99249","2022-02-28 05:00:00",2019,"Commercial","Other"
"DCA19CA088","ACC","99042",2019-02-27,"Honolulu","Hawaii","United States",NA,"N771AN","FALSE","DirectorBrief","2022-03-01T05:00:00Z","Serious","0","1","1","the airplanes encounter with clear air turbulence.",NA,"21.32","-157.43","Boeing","777","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99042","2022-02-25 05:00:00",2019,"Commercial","Other"
"DCA19CA091","ACC","99058",2019-02-17,"Franklin","Tennessee","United States",NA,"N3730B","FALSE","DirectorBrief","2021-01-26T05:00:00Z","Serious","0","1","1","an encounter with convective turbulence during descent.",NA,"35.9","-86.96","Boeing","737","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Delta Air Lines Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99058","2021-07-13 04:00:00",2019,"Other","Other"
"DCA19CA081","ACC","98982",2019-02-13,"Reno","Nevada","United States",NA,"N613CZ","FALSE","DirectorBrief","2021-01-26T05:00:00Z","Serious","0","1","4","an inadvertent encounter with convective turbulence that resulted in a TCAS RA, which required an abrupt control input by the flight crew to resolve the conflict.",NA,"39.47","-119.82","Embraer","ERJ170","AIR",NA,NA,"FALSE",NA,"SCHD",NA,"121","Minor","IMC","Compass Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98982","2021-07-13 04:00:00",2019,"Commercial","Other"
"DCA19CA038","ACC","98739",2018-12-03,"Chicago","Illinois","United States",NA,"N868NN","FALSE","DirectorBrief","2022-02-24T05:00:00Z","Serious","0","1","0","an object which fell from an overhead bin struck a flight attendant resulting in a serious injury.",NA,"41","-87.91","Boeing","737","AIR","KORF","Chicago O'Hare Int'l","FALSE","2","SCHD",NA,"121","None","VMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98739","2022-02-25 05:00:00",2018,"Commercial","Other"
"DCA19CA037","ACC","98738",2018-12-01,"LAS Vegas","Nevada","United States",NA,"N632NK","FALSE","DirectorBrief","2022-02-24T05:00:00Z","Serious","0","1","0","The airplane’s encounter with severe turbulence.",NA,"36.08","-115.15","Airbus","A320","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Spirit Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98738","2022-02-25 05:00:00",2018,"Commercial","Other"
"DCA19CA207","ACC","98494",2018-10-15,"Albany","New York","United States",NA,"N7816B","FALSE","DirectorBrief","2022-02-24T05:00:00Z","Serious","0","1","0","an encounter with convective turbulence that resulted in a serious injury to a flight attendant.",NA,"40.71","-73.95","Boeing","737","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Southwest Airlines","Completed","FALSE",NA,NA,2018,"Commercial","Other"
"DCA19CA010","ACC","98501",2018-10-12,"Denver","Colorado","United States",NA,"N926FR","FALSE","DirectorBrief","2022-01-06T05:00:00Z","Serious","0","1","1","inadvertent encounter with clear air turbulence resulting in a flight attendant receiving serious injuries.",NA,"39.52","-104.4","Airbus","A319","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","Frontier Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98501","2022-01-06 05:00:00",2018,"Commercial","Other"
"DCA19CA006","ACC","98460",2018-10-11,"San Jose","California","United States",NA,"N734SA","FALSE","DirectorBrief","2022-01-06T05:00:00Z","Serious","0","1","0","A passenger falling while returning to her seat which resulted in a serious injury.",NA,"37.33","-121.9","Boeing","737","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98460","2022-01-06 05:00:00",2018,"Commercial","Other"
"DCA19CA005","ACC","98459",2018-10-10,"Nashville","Tennessee","United States",NA,"N287WN","FALSE","DirectorBrief","2022-01-06T05:00:00Z","Serious","0","1","1","flight attendant tripping over a passenger's knee that resulted in hot liquid splashing on the flight attendant.",NA,"36.07","-86.4","Boeing","737","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98459","2022-01-06 05:00:00",2018,"Commercial","Other"
"DCA18CA294","ACC","98375",2018-09-26,"Dallas","Texas","United States",NA,"N994AN","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","0","a passenger leaving a bag in the aisle that the flight attendant tripped over.",NA,"32.54","-97.02","Airbus","A321","AIR","DFW","Dallas-Fort Worth Intl","FALSE","2","SCHD",NA,"121","None","VMC","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98375","2020-10-21 14:00:00",2018,"Commercial","Other"
"DCA18CA299","ACC","98424",2018-09-23,"Newark","New Jersey","United States",NA,"N13113","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","0","the catering cart striking the flight attendant's foot.",NA,"40.69","-74.17","Boeing","757","AIR","EWR","Newark Liberty Intl","FALSE","2","SCHD",NA,"121","None","Unknown","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98424","2020-10-09 15:03:00",2018,"Commercial","Other"
"DCA18LA285","ACC","98259",2018-09-06,"New York","New York","United States",NA,"N173AN","FALSE","DirectorBrief","2022-05-04T04:00:00Z","Serious","0","1","2","The flight crew’s failure to adequately monitor the airplane’s airspeed, which led to the captain’s aggressive control inputs to increase airspeed; these aggressive inputs resulted in injuries to three cabin crewmembers.",NA,"40.64","-73.78","Boeing","757","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98259","2021-02-17 18:00:00",2018,"Commercial","Technical"
"DCA18CA251","ACC","97877",2018-07-23,"Charlotte","North Carolina","United States",NA,"N918DE","FALSE","DirectorBrief","2021-06-08T04:00:00Z","Serious","0","1","1","An inadvertent encounter with convective turbulence.",NA,"35.21","-80.95","Mcdonnell Douglas","MD88","AIR",NA,NA,"FALSE",NA,"SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97877","2021-07-13 04:00:00",2018,"Other","Other"
"DCA18CA316","ACC","101461",2018-07-23,"West Palm Beach","Florida","United States",NA,"N328NB","FALSE","DirectorBrief","2021-06-08T04:00:00Z","Serious","0","1","1","An inadvertent encounter with convective turbulence.",NA,"26.68","-80.1","Airbus","A319","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=101461","2021-07-13 04:00:00",2018,"Other","Other"
"DCA18CA255","ACC","97980",2018-06-16,"Cut Bank","Montana","United States",NA,"N637CZ","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","0","an unexpected encounter with clear air turbulence.",NA,"48.71","-112.54","EMBRAER","ERJ175","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","Compass Airlines","Completed","FALSE",NA,NA,2018,"Commercial","Other"
"DCA18CA209","ACC","97469",2018-06-12,"Phoenix","Arizona","United States",NA,"N8693A","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","0","a passenger bumping into a flight attendant who was holding a hot liquid.",NA,"33.26","-112","BOEING","737-8H4","AIR","KPHX","Phoenix Sky Harbor Internation","FALSE","2","SCHD",NA,"121","None","Unknown","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97469","2020-10-09 15:03:00",2018,"Commercial","Other"
"DCA18CA201","ACC","97434",2018-06-10,"Decatur","Texas","United States",NA,"N750AN","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","7","the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.",NA,"33.34","-97.55","BOEING","777 223","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97434","2020-10-09 18:31:00",2018,"Commercial","Technical"
"ERA18LA112","ACC","96907",2018-03-21,"Miami","Florida","United States",NA,"N90JE","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Serious","0","1","2","The passengers' failure to comply with the fasten seatbelt sign, with resulted in their injury during an inflight turbulence encounter.",NA,"25.8","-80.29","GULFSTREAM AEROSPACE","G V","AIR",NA,NA,"FALSE","2",NA,"BUS","91","None","IMC","PEYTON HOLDINGS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96907","2020-10-09 15:03:00",2018,"Other","Technical"
"DCA18CA102","ACC","96802",2018-02-24,"Minneapolis","Minnesota","United States",NA,"N817NW","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","2","an inadvertent encounter with clear air turbulence.",NA,"44.88","-93.22","AIRBUS","A330 323","AIR","MSP","Minneapolis-St Paul Intl/Wold-","FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96802","2020-08-17 16:01:00",2018,"Other","Other"
"DCA18CA049","ACC","96503",2017-12-18,"Saint Louis","Missouri","United States",NA,"N128SY","FALSE","DirectorBrief","2020-07-08T04:00:00Z","Serious","0","1","0","the abrupt pitch up maneuver which caused the flight attendant to lose her balance and injure her ankle.",NA,"38.74","-90.37","EMBRAER S A","ERJ170-200LR","AIR",NA,NA,"FALSE",NA,"SCHD",NA,"121","None","IMC","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96503","2021-07-13 04:00:00",2017,"Commercial","Other"
"DCA18CA055","ACC","96520",2017-12-06,"Fort Lauderdale","Florida","United States",NA,"N670NK","FALSE","DirectorBrief","2018-06-18T04:00:00Z","Serious","0","1","1","an inadvertent encounter with convective turbulence that resulted in a flight attendant injury.",NA,"26.07","-80.15","AIRBUS","A321 231","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","SPIRIT AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96520","2018-06-20 12:52:00",2017,"Commercial","Other"
"DCA18CA074","ACC","96582",2017-11-19,"Los Angeles","California","United States",NA,"N740SW","FALSE","DirectorBrief","2018-09-05T04:00:00Z","Serious","0","1","0","The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.",NA,"33.94","-118.41","BOEING","737 7H4","AIR","LAX","Los Angeles International","FALSE","2","SCHD",NA,"121","None","VMC","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96582","2018-08-21 19:35:00",2017,"Commercial","Other"
"DCA18CA007","ACC","96188",2017-10-15,"Honolulu","Hawaii","United States",NA,"N342AX","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","0","an inadvertent encounter of clear air turbulence.",NA,"21.32","-157.92","BOEING","767 328","AIR","PHNL","Daniel K. Inouye International","FALSE","2",NA,"POSI","91","None","Unknown","Omni Air International","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96188","2020-07-15 22:35:00",2017,"Other","Other"
"DCA17CA217","ACC","96147",2017-09-25,"Sioux City","Iowa","United States",NA,"N500WR","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","0","the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.",NA,"42.5","-96.42","BOEING","737-8H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96147","2020-07-14 05:16:00",2017,"Commercial","Other"
"DCA17CA197","ACC","96040",2017-09-13,"Charlotte","North Carolina","United States",NA,"N261PS","FALSE","DirectorBrief","2018-03-09T05:00:00Z","Serious","0","1","0","the tug operator's initiation of a right turn onto the perpendicular terminal road in proximity to the airplane.",NA,"35.13","-80.56","BOMBARDIER INC","CL 600 2B19","AIR","CLT","CHARLOTTE/DOUGLAS INTL","FALSE","2","SCHD",NA,"121","Substantial","VMC","PSA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96040","2018-03-09 18:10:00",2017,"Commercial","Other"
"GAA17CA520","ACC","95958",2017-09-03,"Wilmington","Delaware","United States",NA,"N378QS","FALSE","DirectorBrief","2017-11-27T05:00:00Z","Serious","0","1","0","The passenger’s inadvertent slip on the airplane's air stairs during deplaning, which resulted in a broken ankle.",NA,"39.68","-75.61","CESSNA","680","AIR","ILG","NEW CASTLE","FALSE","2","NSCH",NA,"091K","None","VMC","NETJETS AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95958","2017-11-01 18:21:00",2017,"Commercial","Other"
"DCA17LA183","ACC","95885",2017-08-22,"McKellar","Tennessee","United States",NA,"N745SK","FALSE","DirectorBrief","2021-06-08T04:00:00Z","Serious","0","2","9","An encounter with convective turbulence while maneuvering to avoid conflicting traffic.",NA,"35.6","-88.92","BOMBARDIER INC","CL 600 2C10","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Skywest  Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95885","2021-07-13 04:00:00",2017,"Commercial","Other"
"DCA17LA173","ACC","95804",2017-08-05,"East Hampton","New York","United States",NA,"N276AY","FALSE","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","1","10","an inadvertent encounter with convective turbulence.",NA,"41.02","-71.69","AIRBUS","330","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","American Airlines, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95804","2017-12-22 13:21:00",2017,"Commercial","Other"
"DCA17CA155","ACC","95632",2017-07-19,"Minneapolis","Minnesota","United States",NA,"N427YX","FALSE","DirectorBrief","2021-02-24T05:00:00Z","Serious","0","1","3","An encounter with convective turbulence.",NA,"44.88","-93.22","EMBRAER S A","ERJ170-200LR","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","REPUBLIC AIRLINE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95632","2021-07-13 04:00:00",2017,"Other","Other"
"DCA17CA123","ACC","95218",2017-05-21,"South Toledo Bend","Texas","United States",NA,"N512NK","FALSE","DirectorBrief","2021-02-24T05:00:00Z","Serious","0","1","2","an encounter with convective turbulence.",NA,"30.99","-93.66","AIRBUS","A319 132","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Spirit Airlines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95218","2021-07-13 04:00:00",2017,"Commercial","Other"
"DCA17CA111","ACC","95132",2017-05-02,"Boston","Massachusetts","United States",NA,"N595JB","FALSE","DirectorBrief","2018-03-09T05:00:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence.",NA,"42.21","-71","AIRBUS","A320 232","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","jetBlue Airways","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95132","2018-03-09 17:46:00",2017,"Commercial","Other"
"DCA17CA079","ACC","94878",2017-03-09,"Dallas-Fort Worth (DFW)","Texas","United States",NA,"N9615W","FALSE","DirectorBrief","2018-03-09T05:00:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence.",NA,"32.9","-97.04","MCDONNELL DOUGLAS","DC 9 83(MD-83)","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","Minor","IMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94878","2017-04-13 11:25:00",2017,"Commercial","Other"
"DCA17CA087","ACC","94940",2017-03-06,"Los Angeles","California","United States",NA,"N369NB","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","0","malfunction of the parking brake electrical control valve that resulted in a sudden stop.",NA,"33.94","-118.41","AIRBUS","A319 114","AIR","LAX","Los Angeles International","FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94940","2020-07-01 03:13:00",2017,"Other","Other"
"DCA17CA072","ACC","94770",2017-02-11,"Phoenix","Arizona","United States",NA,"N7822A","FALSE","DirectorBrief","2017-05-26T04:00:00Z","Serious","0","1","0","the catering agent's lack of situational awareness when exiting the airplane that resulted in a serious injury.",NA,"33.43","-112.01","BOEING","737 76N","AIR","PHX","Phoenix Sky Harbor","FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94770","2017-05-30 17:28:00",2017,"Commercial","Other"
"CEN17LA078","ACC","94613",2017-01-16,"Howell","Michigan","United States",NA,"N525PZ","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Serious","0","1","0","The pilot's attempted landing on the ice-covered runway, which resulted in a runway excursion and impact with terrain. Contributing to the accident was airport personnel's lack of training regarding issuance of NOTAMs",NA,"42.63","-83.97","TEXTRON AVIATION INC","525C","AIR","OZW","Livingston Co.","FALSE","2",NA,"BUS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94613","2018-01-17 20:54:00",2017,"Other","Human Factors"
"DCA17CA042","ACC","94507",2016-12-13,"Denver","Colorado","United States",NA,"N24202","FALSE","DirectorBrief","2017-02-23T05:00:00Z","Serious","0","1","0","An inadvertent encounter with mountain wave turbulence.",NA,"39.86","-104.67","BOEING","737 824","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94507","2017-02-23 18:17:00",2016,"Commercial","Other"
"DCA17CA096","ACC","95020",2016-11-21,"Hopewell","Virginia","United States",NA,"N930AT","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","0","the flight attendant's inadvertent bump into a retractable galley tray.",NA,"37.33","-77.12","BOEING","717 200","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95020","2020-07-01 03:05:00",2016,"Other","Other"
"DCA17FA021","ACC","94308",2016-10-28,"Chicago","Illinois","United States","AAR1801","N345AN","TRUE","Report","2018-02-06T05:00:00Z","Serious","0","1","20","The failure of the high-pressure turbine (HPT) stage 2 disk, which severed the main engine fuel feed line and breached the right main wing fuel tank, releasing fuel that resulted in a fire on the right side of the airplane during the takeoff roll. The HPT stage 2 disk failed because of low-cycle fatigue cracks that initiated from an internal subsurface manufacturing anomaly that was most likely not detectable during production inspections and subsequent in service inspections using the procedures in place. Contributing to the serious passenger injury was (1) the delay in shutting down the left engine and (2) a flight attendant's deviation from company procedures, which resulted in passengers evacuating from the left overwing exit while the left engine was still operating. Contributing to the delay in shutting down the left engine was (1) the lack of a separate checklist procedure for Boeing 767 airplanes that specifically addressed engine fires on the ground and (2) the lack of communication between the flight and cabin crews after the airplane came to a stop.",NA,"41.97","-87.92","BOEING","767","AIR","KORD","Chicago O'Hare International A","FALSE","2","SCHD",NA,"121","Substantial","VMC","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94308","2017-07-06 14:00:00",2016,"Commercial","Human Factors"
"DCA16CA214","ACC","93864",2016-08-17,"Waco","Texas","United States",NA,"N37408","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","0","an encounter with convective turbulence.",NA,"31.55","-97.16","BOEING","737 924","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93864","2020-06-29 12:42:00",2016,"Commercial","Other"
"DCA16CA208","ACC","93767",2016-07-26,"Cleveland","Ohio","United States",NA,"N655RW","FALSE","DirectorBrief","2017-01-23T05:00:00Z","Serious","0","1","0","an inadvertent encounter with turbulence.",NA,"41.41","-81.85","EMBRAER","ERJ 170 100 SE","AIR","KCLE","Cleveland-Hopkins Internationa","FALSE","2","SCHD",NA,"121","None","VMC","Republic Airways Holdings","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93767","2017-01-24 12:13:00",2016,"Other","Other"
"DCA16CA202","ACC","93662",2016-06-12,"Jamaica","New York","United States",NA,"N104NN","FALSE","DirectorBrief","2017-05-26T04:00:00Z","Serious","0","1","0","an encounter with convective turbulence that resulted in a flight attendant injury.",NA,"40.64","-73.79","AIRBUS","A321 231","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93662","2017-05-30 18:11:00",2016,"Commercial","Other"
"DCA16CA182","ACC","93383",2016-06-05,"Las Vegas","Nevada","United States",NA,"N801DZ","FALSE","DirectorBrief","2018-09-05T04:00:00Z","Serious","0","1","0","An encounter with wake turbulence that resulted in a flight attendant injury.",NA,"36.08","-115.15","BOEING","737-932ER","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93383","2018-08-21 19:27:00",2016,"Other","Other"
"DCA16CA153","ACC","93169",2016-05-14,"Philadelphia","Pennsylvania","United States",NA,"N103US","FALSE","DirectorBrief","2020-04-06T04:00:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence that resulted in a serious injury to a flight attendant.",NA,"39.87","-75.24","AIRBUS INDUSTRIE","A320 214","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93169","2021-07-30 04:00:00",2016,"Commercial","Other"
"DCA16CA133","ACC","93010",2016-04-14,"San Diego","California","United States",NA,"N565WN","FALSE","DirectorBrief","2020-03-30T04:00:00Z","Serious","0","1","0","the ramp agents failure to keep his right hand at a safe distance from the underside of the moving belt.",NA,"32.73","-117.19","BOEING","737 76Q","AIR","KSAN","San Diego International Airpor","FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93010","2020-04-02 15:27:00",2016,"Commercial","Technical"
"DCA16CA181","ACC","93343",2016-03-14,"Port Arthur","Texas","United States",NA,"N23708","FALSE","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence.",NA,"29.69","-94.04","BOEING","737 724","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93343","2021-07-21 04:00:00",2016,"Commercial","Other"
"DCA16CA089","ACC","92723",2016-02-14,"Minneapolis","Minnesota","United States",NA,"N827AW","FALSE","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","1","0","an encounter with turbulence that resulted in a serious injury to a passenger who was standing when the fasten seatbelt sign was illuminated.",NA,"44.88","-93.22","AIRBUS INDUSTRIE","A319 132","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92723","2020-10-09 18:31:00",2016,"Commercial","Other"
"DCA16CA077","ACC","92654",2016-01-28,"Titusville","Florida","United States",NA,"N718SW","FALSE","DirectorBrief","2017-01-23T05:00:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence.",NA,"28.5","-79.5","BOEING","737 7H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92654","2016-10-31 18:40:00",2016,"Commercial","Other"
